"CONTIG","MB.VERYSENSTIVE","MB.SENSITIVE","MB.SUPERSPECIFIC","CORRELATION_ABUNDANCIES","KMEANS_ABUNDANCIES_90"
"A_C_D_contig_58256",0,0,0,2,44
"A_C_D_contig_58257",0,0,0,5,25
"A_C_D_contig_58258",0,0,0,5,73
"A_C_D_contig_58259",100,0,106,2,52
"A_C_D_contig_5826",50,41,69,8,7
"A_C_D_contig_58260",0,0,0,3,58
"A_C_D_contig_58261",0,0,0,2,9
"A_C_D_contig_58262",0,0,0,2,44
"A_C_D_contig_58263",0,0,0,3,59
"A_C_D_contig_58264",0,0,0,2,28
"A_C_D_contig_58265",0,0,0,8,68
"A_C_D_contig_58266",0,0,0,6,8
"A_C_D_contig_58267",0,0,0,6,86
"A_C_D_contig_58268",0,0,0,3,53
"A_C_D_contig_58269",0,0,0,2,18
"A_C_D_contig_5827",53,57,68,1,84
"A_C_D_contig_58270",0,0,0,3,33
"A_C_D_contig_58271",74,109,107,3,28
"A_C_D_contig_58272",0,0,0,3,88
"A_C_D_contig_58273",0,0,0,8,7
"A_C_D_contig_58274",0,0,0,5,68
"A_C_D_contig_58275",0,0,0,3,59
"A_C_D_contig_58276",0,0,0,8,70
"A_C_D_contig_58277",0,0,0,4,17
"A_C_D_contig_58278",0,0,0,2,28
"A_C_D_contig_58279",0,0,0,2,31
"A_C_D_contig_5828",74,103,102,2,52
"A_C_D_contig_58280",99,108,123,3,43
"A_C_D_contig_58281",0,0,0,4,79
"A_C_D_contig_58282",0,0,0,2,28
"A_C_D_contig_58283",0,0,0,2,28
"A_C_D_contig_58284",0,0,0,3,24
"A_C_D_contig_58285",0,0,0,3,41
"A_C_D_contig_58286",0,0,0,2,9
"A_C_D_contig_58287",0,0,0,2,68
"A_C_D_contig_58288",0,0,0,2,48
"A_C_D_contig_58289",0,0,0,3,33
"A_C_D_contig_5829",0,0,0,3,76
"A_C_D_contig_58290",0,0,0,4,79
"A_C_D_contig_58291",0,0,0,3,21
"A_C_D_contig_58292",0,0,0,5,27
"A_C_D_contig_58293",0,0,0,2,9
"A_C_D_contig_58294",0,0,0,5,4
"A_C_D_contig_58295",0,0,0,3,43
"A_C_D_contig_58296",0,0,0,7,83
"A_C_D_contig_58297",93,0,0,5,6
"A_C_D_contig_58298",0,0,0,3,81
"A_C_D_contig_58299",95,104,117,3,43
"A_C_D_contig_583",25,0,25,8,85
"A_C_D_contig_5830",74,82,87,2,52
"A_C_D_contig_58300",0,0,0,5,73
"A_C_D_contig_58301",0,0,0,5,73
"A_C_D_contig_58302",0,0,0,3,81
"A_C_D_contig_58303",74,103,102,2,9
"A_C_D_contig_58304",95,104,117,5,68
"A_C_D_contig_58305",0,0,0,2,44
"A_C_D_contig_58306",0,0,0,8,1
"A_C_D_contig_58307",0,0,0,2,72
"A_C_D_contig_58308",0,0,0,2,52
"A_C_D_contig_58309",0,0,0,3,34
"A_C_D_contig_5831",37,36,44,5,1
"A_C_D_contig_58310",0,0,0,8,70
"A_C_D_contig_58311",61,65,76,3,15
"A_C_D_contig_58312",0,0,0,6,13
"A_C_D_contig_58313",103,103,122,2,9
"A_C_D_contig_58314",0,0,0,2,31
"A_C_D_contig_58315",101,103,114,3,43
"A_C_D_contig_58316",103,113,129,8,53
"A_C_D_contig_58317",0,0,0,5,63
"A_C_D_contig_58318",0,0,0,3,76
"A_C_D_contig_58319",0,0,0,5,27
"A_C_D_contig_5832",12,13,16,2,45
"A_C_D_contig_58320",0,0,0,1,69
"A_C_D_contig_58321",0,0,0,3,70
"A_C_D_contig_58322",0,0,0,2,28
"A_C_D_contig_58323",0,0,0,3,72
"A_C_D_contig_58324",0,0,0,3,72
"A_C_D_contig_58325",0,0,0,1,69
"A_C_D_contig_58326",0,0,0,3,30
"A_C_D_contig_58327",0,0,0,5,63
"A_C_D_contig_58328",0,0,0,4,17
"A_C_D_contig_58329",0,0,0,3,35
"A_C_D_contig_5833",33,33,41,3,76
"A_C_D_contig_58330",0,0,0,2,31
"A_C_D_contig_58331",0,0,0,2,31
"A_C_D_contig_58332",0,0,0,3,22
"A_C_D_contig_58333",0,0,0,3,81
"A_C_D_contig_58334",0,0,0,2,43
"A_C_D_contig_58335",0,0,0,3,7
"A_C_D_contig_58336",0,0,0,2,43
"A_C_D_contig_58337",0,0,0,3,5
"A_C_D_contig_58338",0,0,0,3,34
"A_C_D_contig_58339",0,0,0,2,21
"A_C_D_contig_5834",11,12,14,3,23
"A_C_D_contig_58340",0,0,0,1,66
"A_C_D_contig_58341",0,0,0,2,44
"A_C_D_contig_58342",61,65,76,3,15
"A_C_D_contig_58343",0,0,0,5,4
"A_C_D_contig_58344",0,0,0,6,68
"A_C_D_contig_58345",0,0,0,1,69
"A_C_D_contig_58346",97,96,110,3,5
"A_C_D_contig_58347",0,0,0,4,17
"A_C_D_contig_58348",0,0,0,2,17
"A_C_D_contig_58349",85,93,108,3,59
"A_C_D_contig_5835",0,0,0,5,89
"A_C_D_contig_58350",0,0,0,5,8
"A_C_D_contig_58351",0,0,0,2,28
"A_C_D_contig_58352",0,0,0,5,8
"A_C_D_contig_58353",108,114,0,3,43
"A_C_D_contig_58354",0,0,0,6,73
"A_C_D_contig_58355",0,0,0,8,53
"A_C_D_contig_58356",0,0,0,7,3
"A_C_D_contig_58357",0,0,0,1,83
"A_C_D_contig_58358",0,0,0,5,42
"A_C_D_contig_58359",0,0,0,2,28
"A_C_D_contig_5836",4,4,6,1,62
"A_C_D_contig_58360",0,0,0,3,48
"A_C_D_contig_58361",0,0,0,3,30
"A_C_D_contig_58362",0,0,0,2,44
"A_C_D_contig_58363",0,0,0,3,34
"A_C_D_contig_58364",0,0,0,3,25
"A_C_D_contig_58365",0,0,0,8,34
"A_C_D_contig_58366",0,0,0,2,52
"A_C_D_contig_58367",0,0,0,2,47
"A_C_D_contig_58368",0,0,0,4,47
"A_C_D_contig_58369",0,0,0,5,10
"A_C_D_contig_5837",0,0,0,1,3
"A_C_D_contig_58370",0,0,0,5,4
"A_C_D_contig_58371",0,0,0,2,20
"A_C_D_contig_58372",0,0,0,5,68
"A_C_D_contig_58373",74,76,107,2,34
"A_C_D_contig_58374",0,0,0,4,18
"A_C_D_contig_58375",0,0,0,5,10
"A_C_D_contig_58376",0,0,0,2,52
"A_C_D_contig_58377",0,0,0,2,59
"A_C_D_contig_58378",0,0,0,6,18
"A_C_D_contig_58379",0,0,0,5,63
"A_C_D_contig_5838",0,0,0,6,19
"A_C_D_contig_58380",0,0,0,8,53
"A_C_D_contig_58381",0,0,0,3,72
"A_C_D_contig_58382",0,0,0,3,22
"A_C_D_contig_58383",0,0,0,3,31
"A_C_D_contig_58384",0,0,0,4,74
"A_C_D_contig_58385",0,0,0,3,53
"A_C_D_contig_58386",0,0,0,3,58
"A_C_D_contig_58387",0,0,0,6,83
"A_C_D_contig_58388",0,0,0,7,68
"A_C_D_contig_58389",0,0,0,6,6
"A_C_D_contig_5839",0,0,0,3,18
"A_C_D_contig_58390",0,0,0,2,28
"A_C_D_contig_58391",0,0,0,3,53
"A_C_D_contig_58392",0,0,0,3,22
"A_C_D_contig_58393",0,0,0,6,8
"A_C_D_contig_58394",0,0,0,6,73
"A_C_D_contig_58395",0,0,0,5,27
"A_C_D_contig_58396",0,0,0,3,21
"A_C_D_contig_58397",0,0,0,6,26
"A_C_D_contig_58398",0,0,0,3,58
"A_C_D_contig_58399",0,0,0,4,17
"A_C_D_contig_584",6,6,8,6,65
"A_C_D_contig_5840",26,27,34,3,35
"A_C_D_contig_58400",0,0,0,2,47
"A_C_D_contig_58401",0,0,0,2,44
"A_C_D_contig_58402",0,0,0,8,41
"A_C_D_contig_58403",0,0,0,5,27
"A_C_D_contig_58404",0,0,0,3,81
"A_C_D_contig_58405",108,114,102,2,48
"A_C_D_contig_58406",0,0,0,3,33
"A_C_D_contig_58407",0,0,0,2,17
"A_C_D_contig_58408",0,0,0,2,18
"A_C_D_contig_58409",107,112,130,5,25
"A_C_D_contig_5841",0,0,0,2,31
"A_C_D_contig_58410",0,0,0,4,79
"A_C_D_contig_58411",0,0,0,1,80
"A_C_D_contig_58412",0,0,0,2,44
"A_C_D_contig_58413",0,0,0,4,74
"A_C_D_contig_58414",0,0,0,3,22
"A_C_D_contig_58415",85,93,108,3,59
"A_C_D_contig_58416",0,0,0,3,33
"A_C_D_contig_58417",82,89,103,2,52
"A_C_D_contig_58418",0,0,0,3,72
"A_C_D_contig_58419",0,0,0,3,72
"A_C_D_contig_5842",50,41,49,8,88
"A_C_D_contig_58420",0,0,0,8,25
"A_C_D_contig_58421",0,0,0,2,81
"A_C_D_contig_58422",0,0,0,2,28
"A_C_D_contig_58423",0,0,0,2,18
"A_C_D_contig_58424",0,0,0,7,17
"A_C_D_contig_58425",0,0,0,6,68
"A_C_D_contig_58426",0,0,0,5,8
"A_C_D_contig_58427",0,0,0,8,22
"A_C_D_contig_58428",0,0,0,3,81
"A_C_D_contig_58429",0,0,0,8,53
"A_C_D_contig_5843",0,0,0,5,10
"A_C_D_contig_58430",0,0,0,3,22
"A_C_D_contig_58431",0,0,0,3,33
"A_C_D_contig_58432",0,0,0,3,41
"A_C_D_contig_58433",0,0,0,2,17
"A_C_D_contig_58434",0,0,0,8,68
"A_C_D_contig_58435",0,0,0,3,25
"A_C_D_contig_58436",103,103,120,2,43
"A_C_D_contig_58437",0,0,0,3,22
"A_C_D_contig_58438",0,0,0,5,46
"A_C_D_contig_58439",0,0,0,3,28
"A_C_D_contig_5844",42,50,52,1,3
"A_C_D_contig_58440",0,0,0,8,22
"A_C_D_contig_58441",0,0,0,3,72
"A_C_D_contig_58442",0,0,0,3,7
"A_C_D_contig_58443",0,0,0,3,25
"A_C_D_contig_58444",0,0,0,3,45
"A_C_D_contig_58445",0,0,0,2,59
"A_C_D_contig_58446",0,0,0,4,18
"A_C_D_contig_58447",0,0,0,2,44
"A_C_D_contig_58448",0,0,0,8,22
"A_C_D_contig_58449",0,0,0,2,7
"A_C_D_contig_5845",0,0,0,6,3
"A_C_D_contig_58450",0,0,0,1,69
"A_C_D_contig_58451",0,0,0,2,52
"A_C_D_contig_58452",0,0,0,5,6
"A_C_D_contig_58453",0,0,0,4,79
"A_C_D_contig_58454",0,0,0,6,73
"A_C_D_contig_58455",0,0,0,4,17
"A_C_D_contig_58456",0,0,0,2,70
"A_C_D_contig_58457",0,0,0,7,69
"A_C_D_contig_58458",0,0,0,3,34
"A_C_D_contig_58459",0,0,0,2,48
"A_C_D_contig_5846",37,18,24,5,85
"A_C_D_contig_58460",0,0,0,5,8
"A_C_D_contig_58461",0,0,0,4,79
"A_C_D_contig_58462",74,103,0,4,79
"A_C_D_contig_58463",0,0,0,2,70
"A_C_D_contig_58464",0,0,0,2,72
"A_C_D_contig_58465",92,100,115,2,70
"A_C_D_contig_58466",0,0,0,3,52
"A_C_D_contig_58467",0,0,0,5,27
"A_C_D_contig_58468",0,0,0,6,68
"A_C_D_contig_58469",0,0,0,2,34
"A_C_D_contig_5847",69,66,78,2,31
"A_C_D_contig_58470",0,0,0,2,28
"A_C_D_contig_58471",0,0,0,2,28
"A_C_D_contig_58472",0,0,0,8,25
"A_C_D_contig_58473",0,0,0,2,52
"A_C_D_contig_58474",75,79,93,1,55
"A_C_D_contig_58475",0,0,0,5,25
"A_C_D_contig_58476",0,0,0,3,48
"A_C_D_contig_58477",0,0,0,2,59
"A_C_D_contig_58478",0,0,0,8,25
"A_C_D_contig_58479",90,87,101,4,74
"A_C_D_contig_5848",49,47,60,5,86
"A_C_D_contig_58480",0,0,0,8,25
"A_C_D_contig_58481",0,0,0,3,43
"A_C_D_contig_58482",0,0,0,3,33
"A_C_D_contig_58483",0,0,0,3,31
"A_C_D_contig_58484",0,0,0,3,41
"A_C_D_contig_58485",0,0,0,2,59
"A_C_D_contig_58486",0,0,0,3,31
"A_C_D_contig_58487",0,0,0,3,43
"A_C_D_contig_58488",0,0,0,2,44
"A_C_D_contig_58489",0,0,0,4,17
"A_C_D_contig_5849",0,0,0,6,61
"A_C_D_contig_58490",0,0,0,5,42
"A_C_D_contig_58491",0,0,0,1,69
"A_C_D_contig_58492",0,0,0,2,44
"A_C_D_contig_58493",0,0,0,3,59
"A_C_D_contig_58494",0,0,0,3,43
"A_C_D_contig_58495",0,0,0,2,28
"A_C_D_contig_58496",0,0,0,1,68
"A_C_D_contig_58497",0,0,0,2,44
"A_C_D_contig_58498",0,0,0,6,73
"A_C_D_contig_58499",0,0,0,3,70
"A_C_D_contig_585",69,69,86,3,20
"A_C_D_contig_5850",56,56,71,2,58
"A_C_D_contig_58500",0,0,0,2,81
"A_C_D_contig_58501",0,0,0,3,25
"A_C_D_contig_58502",0,0,0,2,44
"A_C_D_contig_58503",0,0,0,2,70
"A_C_D_contig_58504",0,0,0,8,53
"A_C_D_contig_58505",105,0,119,5,68
"A_C_D_contig_58506",0,0,0,3,34
"A_C_D_contig_58507",0,0,0,3,81
"A_C_D_contig_58508",0,0,0,8,34
"A_C_D_contig_58509",0,0,0,3,22
"A_C_D_contig_5851",69,69,86,2,31
"A_C_D_contig_58510",90,97,119,2,43
"A_C_D_contig_58511",0,0,0,2,44
"A_C_D_contig_58512",0,0,0,3,18
"A_C_D_contig_58513",0,0,0,2,28
"A_C_D_contig_58514",0,0,0,1,69
"A_C_D_contig_58515",0,0,0,2,44
"A_C_D_contig_58516",100,92,106,2,48
"A_C_D_contig_58517",0,0,0,3,34
"A_C_D_contig_58518",0,0,0,5,4
"A_C_D_contig_58519",0,0,0,2,44
"A_C_D_contig_5852",69,69,86,2,31
"A_C_D_contig_58520",0,0,0,5,27
"A_C_D_contig_58521",0,0,0,2,52
"A_C_D_contig_58522",0,0,0,2,5
"A_C_D_contig_58523",0,0,0,3,33
"A_C_D_contig_58524",103,103,120,2,9
"A_C_D_contig_58525",0,0,0,2,20
"A_C_D_contig_58526",0,0,0,2,44
"A_C_D_contig_58527",0,0,0,2,28
"A_C_D_contig_58528",0,0,0,3,25
"A_C_D_contig_58529",0,0,0,6,10
"A_C_D_contig_5853",69,69,86,2,31
"A_C_D_contig_58530",0,0,0,1,68
"A_C_D_contig_58531",0,0,0,3,72
"A_C_D_contig_58532",0,0,0,3,43
"A_C_D_contig_58533",0,0,0,2,48
"A_C_D_contig_58534",0,0,0,3,33
"A_C_D_contig_58535",0,0,0,2,28
"A_C_D_contig_58536",0,0,0,4,17
"A_C_D_contig_58537",0,0,0,4,79
"A_C_D_contig_58538",0,0,0,3,72
"A_C_D_contig_58539",103,103,120,5,68
"A_C_D_contig_5854",46,45,57,8,36
"A_C_D_contig_58540",0,0,0,5,27
"A_C_D_contig_58541",0,0,0,7,69
"A_C_D_contig_58542",0,0,0,3,28
"A_C_D_contig_58543",0,0,0,3,70
"A_C_D_contig_58544",0,0,0,2,31
"A_C_D_contig_58545",0,0,0,6,10
"A_C_D_contig_58546",0,0,0,2,28
"A_C_D_contig_58547",0,0,0,4,18
"A_C_D_contig_58548",0,0,0,2,31
"A_C_D_contig_58549",56,56,71,2,31
"A_C_D_contig_5855",0,0,0,8,36
"A_C_D_contig_58550",0,0,0,2,72
"A_C_D_contig_58551",0,0,0,2,17
"A_C_D_contig_58552",0,0,0,2,28
"A_C_D_contig_58553",0,0,0,3,7
"A_C_D_contig_58554",0,0,0,8,25
"A_C_D_contig_58555",0,0,0,3,25
"A_C_D_contig_58556",0,0,0,2,9
"A_C_D_contig_58557",0,0,0,6,68
"A_C_D_contig_58558",0,0,0,2,18
"A_C_D_contig_58559",0,0,0,4,66
"A_C_D_contig_5856",0,0,0,6,10
"A_C_D_contig_58560",0,0,0,5,25
"A_C_D_contig_58561",0,0,0,5,25
"A_C_D_contig_58562",0,0,0,3,48
"A_C_D_contig_58563",0,0,0,5,27
"A_C_D_contig_58564",0,0,0,4,47
"A_C_D_contig_58565",0,0,0,4,74
"A_C_D_contig_58566",0,0,0,4,47
"A_C_D_contig_58567",0,0,0,2,28
"A_C_D_contig_58568",0,0,0,4,79
"A_C_D_contig_58569",0,0,0,2,59
"A_C_D_contig_5857",74,103,0,4,79
"A_C_D_contig_58570",102,111,127,3,5
"A_C_D_contig_58571",0,0,0,8,70
"A_C_D_contig_58572",0,0,0,2,82
"A_C_D_contig_58573",0,0,0,3,5
"A_C_D_contig_58574",0,0,0,5,4
"A_C_D_contig_58575",0,0,0,2,52
"A_C_D_contig_58576",106,114,128,3,28
"A_C_D_contig_58577",0,0,0,5,73
"A_C_D_contig_58578",0,0,0,6,84
"A_C_D_contig_58579",0,0,0,3,24
"A_C_D_contig_5858",54,51,63,7,54
"A_C_D_contig_58580",0,0,0,2,28
"A_C_D_contig_58581",0,0,0,1,84
"A_C_D_contig_58582",0,0,0,3,72
"A_C_D_contig_58583",0,0,0,2,28
"A_C_D_contig_58584",0,0,0,3,59
"A_C_D_contig_58585",0,0,0,5,46
"A_C_D_contig_58586",0,0,0,2,43
"A_C_D_contig_58587",0,0,0,4,47
"A_C_D_contig_58588",0,0,0,4,79
"A_C_D_contig_58589",0,0,0,8,25
"A_C_D_contig_5859",7,0,7,3,60
"A_C_D_contig_58590",0,0,0,4,17
"A_C_D_contig_58591",108,114,120,3,81
"A_C_D_contig_58592",0,0,0,6,10
"A_C_D_contig_58593",0,0,0,4,17
"A_C_D_contig_58594",0,0,0,8,25
"A_C_D_contig_58595",0,0,0,4,74
"A_C_D_contig_58596",0,0,0,3,72
"A_C_D_contig_58597",0,0,0,2,9
"A_C_D_contig_58598",0,0,0,8,70
"A_C_D_contig_58599",0,0,0,4,17
"A_C_D_contig_586",6,6,8,6,75
"A_C_D_contig_5860",6,6,8,6,75
"A_C_D_contig_58600",0,0,0,6,10
"A_C_D_contig_58601",0,0,0,4,17
"A_C_D_contig_58602",0,0,0,2,48
"A_C_D_contig_58603",0,0,0,3,24
"A_C_D_contig_58604",0,0,0,3,53
"A_C_D_contig_58605",0,0,0,8,22
"A_C_D_contig_58606",0,0,0,3,22
"A_C_D_contig_58607",0,0,0,8,53
"A_C_D_contig_58608",0,0,0,6,39
"A_C_D_contig_58609",103,103,129,5,73
"A_C_D_contig_5861",0,0,0,5,26
"A_C_D_contig_58610",0,0,0,2,58
"A_C_D_contig_58611",0,0,0,2,9
"A_C_D_contig_58612",0,0,0,2,28
"A_C_D_contig_58613",0,0,0,5,10
"A_C_D_contig_58614",69,69,86,2,31
"A_C_D_contig_58615",0,0,0,2,59
"A_C_D_contig_58616",0,0,0,2,81
"A_C_D_contig_58617",0,0,0,2,74
"A_C_D_contig_58618",0,0,0,8,25
"A_C_D_contig_58619",0,91,111,3,43
"A_C_D_contig_5862",70,87,66,3,41
"A_C_D_contig_58620",0,0,0,3,15
"A_C_D_contig_58621",0,0,0,2,28
"A_C_D_contig_58622",0,0,0,8,53
"A_C_D_contig_58623",99,108,123,3,43
"A_C_D_contig_58624",0,0,0,8,25
"A_C_D_contig_58625",0,0,0,3,44
"A_C_D_contig_58626",0,0,0,4,79
"A_C_D_contig_58627",0,0,0,2,48
"A_C_D_contig_58628",0,0,0,3,5
"A_C_D_contig_58629",0,0,117,7,83
"A_C_D_contig_5863",0,0,0,5,1
"A_C_D_contig_58630",0,0,0,3,28
"A_C_D_contig_58631",0,0,0,4,74
"A_C_D_contig_58632",0,0,0,1,83
"A_C_D_contig_58633",93,101,116,6,6
"A_C_D_contig_58634",92,100,115,4,79
"A_C_D_contig_58635",0,0,0,8,68
"A_C_D_contig_58636",0,0,0,8,53
"A_C_D_contig_58637",69,69,86,2,20
"A_C_D_contig_58638",0,0,0,6,13
"A_C_D_contig_58639",0,0,0,8,33
"A_C_D_contig_5864",37,36,44,5,1
"A_C_D_contig_58640",0,0,0,1,69
"A_C_D_contig_58641",0,0,0,8,22
"A_C_D_contig_58642",0,0,0,3,81
"A_C_D_contig_58643",103,103,129,5,4
"A_C_D_contig_58644",0,0,0,2,44
"A_C_D_contig_58645",0,0,0,2,9
"A_C_D_contig_58646",0,0,0,4,74
"A_C_D_contig_58647",0,0,0,1,68
"A_C_D_contig_58648",0,0,0,2,9
"A_C_D_contig_58649",0,0,0,3,25
"A_C_D_contig_5865",20,21,28,6,40
"A_C_D_contig_58650",0,0,0,2,9
"A_C_D_contig_58651",0,0,0,2,28
"A_C_D_contig_58652",0,0,0,2,48
"A_C_D_contig_58653",0,0,0,5,10
"A_C_D_contig_58654",0,0,0,8,33
"A_C_D_contig_58655",0,0,0,3,30
"A_C_D_contig_58656",0,0,0,6,73
"A_C_D_contig_58657",78,82,0,3,52
"A_C_D_contig_58658",0,0,0,3,53
"A_C_D_contig_58659",0,0,0,4,17
"A_C_D_contig_5866",0,0,0,3,45
"A_C_D_contig_58660",108,114,0,2,48
"A_C_D_contig_58661",107,112,130,8,25
"A_C_D_contig_58662",0,0,0,3,53
"A_C_D_contig_58663",0,0,0,2,59
"A_C_D_contig_58664",0,0,0,2,28
"A_C_D_contig_58665",108,114,0,2,48
"A_C_D_contig_58666",0,0,0,8,81
"A_C_D_contig_58667",0,0,0,5,4
"A_C_D_contig_58668",0,0,0,3,25
"A_C_D_contig_58669",0,0,0,4,70
"A_C_D_contig_5867",0,0,0,8,36
"A_C_D_contig_58670",0,0,0,1,69
"A_C_D_contig_58671",69,66,99,3,33
"A_C_D_contig_58672",0,0,0,2,9
"A_C_D_contig_58673",0,0,0,4,74
"A_C_D_contig_58674",0,0,0,5,63
"A_C_D_contig_58675",0,0,0,3,18
"A_C_D_contig_58676",0,0,0,5,27
"A_C_D_contig_58677",0,0,0,5,4
"A_C_D_contig_58678",0,0,0,2,9
"A_C_D_contig_58679",0,0,0,6,10
"A_C_D_contig_5868",0,0,0,8,36
"A_C_D_contig_58680",0,0,0,2,18
"A_C_D_contig_58681",0,0,0,5,73
"A_C_D_contig_58682",0,0,0,5,63
"A_C_D_contig_58683",0,0,0,2,9
"A_C_D_contig_58684",0,0,0,2,30
"A_C_D_contig_58685",0,0,0,8,27
"A_C_D_contig_58686",0,0,0,8,70
"A_C_D_contig_58687",0,0,0,8,53
"A_C_D_contig_58688",0,0,0,2,43
"A_C_D_contig_58689",0,0,0,2,31
"A_C_D_contig_5869",0,0,0,8,53
"A_C_D_contig_58690",0,0,0,3,30
"A_C_D_contig_58691",0,0,0,3,43
"A_C_D_contig_58692",0,0,0,8,7
"A_C_D_contig_58693",0,0,0,5,4
"A_C_D_contig_58694",0,0,0,8,34
"A_C_D_contig_58695",0,0,0,2,52
"A_C_D_contig_58696",0,0,0,2,44
"A_C_D_contig_58697",0,0,0,8,24
"A_C_D_contig_58698",0,0,0,8,25
"A_C_D_contig_58699",0,0,0,5,10
"A_C_D_contig_587",6,6,8,6,2
"A_C_D_contig_5870",97,96,99,3,33
"A_C_D_contig_58700",0,0,0,3,53
"A_C_D_contig_58701",0,0,0,8,73
"A_C_D_contig_58702",0,0,0,2,9
"A_C_D_contig_58703",0,0,0,2,5
"A_C_D_contig_58704",0,0,0,7,18
"A_C_D_contig_58705",0,0,0,3,72
"A_C_D_contig_58706",0,0,0,8,70
"A_C_D_contig_58707",0,0,0,4,82
"A_C_D_contig_58708",96,105,121,3,5
"A_C_D_contig_58709",0,0,0,5,68
"A_C_D_contig_5871",0,0,0,2,5
"A_C_D_contig_58710",50,61,0,3,7
"A_C_D_contig_58711",97,96,110,2,59
"A_C_D_contig_58712",96,105,121,3,30
"A_C_D_contig_58713",0,0,0,8,33
"A_C_D_contig_58714",0,0,0,3,22
"A_C_D_contig_58715",0,0,0,3,48
"A_C_D_contig_58716",0,0,0,3,5
"A_C_D_contig_58717",70,70,84,3,24
"A_C_D_contig_58718",0,0,0,2,17
"A_C_D_contig_58719",0,0,0,3,30
"A_C_D_contig_5872",85,93,108,3,59
"A_C_D_contig_58720",0,0,0,8,81
"A_C_D_contig_58721",0,0,0,5,68
"A_C_D_contig_58722",74,76,89,2,52
"A_C_D_contig_58723",0,0,0,3,72
"A_C_D_contig_58724",0,0,0,5,89
"A_C_D_contig_58725",0,0,0,5,8
"A_C_D_contig_58726",109,0,119,2,81
"A_C_D_contig_58727",0,0,0,5,4
"A_C_D_contig_58728",0,0,0,3,21
"A_C_D_contig_58729",0,0,0,2,52
"A_C_D_contig_5873",62,55,107,2,20
"A_C_D_contig_58730",0,0,0,8,4
"A_C_D_contig_58731",0,0,0,8,25
"A_C_D_contig_58732",0,0,0,3,25
"A_C_D_contig_58733",0,0,0,2,43
"A_C_D_contig_58734",0,0,0,6,26
"A_C_D_contig_58735",0,0,0,8,41
"A_C_D_contig_58736",0,0,0,2,74
"A_C_D_contig_58737",0,0,0,4,9
"A_C_D_contig_58738",0,0,0,2,18
"A_C_D_contig_58739",0,0,0,3,59
"A_C_D_contig_5874",50,41,49,8,36
"A_C_D_contig_58740",0,0,0,1,69
"A_C_D_contig_58741",0,0,0,8,22
"A_C_D_contig_58742",0,0,0,2,28
"A_C_D_contig_58743",0,0,0,2,9
"A_C_D_contig_58744",0,0,0,8,27
"A_C_D_contig_58745",0,0,0,5,4
"A_C_D_contig_58746",0,0,0,2,20
"A_C_D_contig_58747",0,0,0,5,42
"A_C_D_contig_58748",0,0,0,3,81
"A_C_D_contig_58749",0,0,0,5,73
"A_C_D_contig_5875",68,82,87,2,31
"A_C_D_contig_58750",0,0,0,6,61
"A_C_D_contig_58751",0,0,0,2,31
"A_C_D_contig_58752",88,92,0,2,48
"A_C_D_contig_58753",0,0,0,4,18
"A_C_D_contig_58754",0,0,0,2,48
"A_C_D_contig_58755",0,0,0,2,17
"A_C_D_contig_58756",0,0,0,3,25
"A_C_D_contig_58757",0,0,0,3,22
"A_C_D_contig_58758",0,0,0,2,17
"A_C_D_contig_58759",0,0,0,2,18
"A_C_D_contig_5876",74,82,87,2,20
"A_C_D_contig_58760",0,0,0,2,20
"A_C_D_contig_58761",0,0,0,1,18
"A_C_D_contig_58762",0,0,0,2,52
"A_C_D_contig_58763",0,0,0,3,24
"A_C_D_contig_58764",0,0,0,3,81
"A_C_D_contig_58765",0,0,0,8,81
"A_C_D_contig_58766",0,0,0,5,10
"A_C_D_contig_58767",0,0,0,1,38
"A_C_D_contig_58768",0,0,0,4,68
"A_C_D_contig_58769",0,0,0,1,79
"A_C_D_contig_5877",0,0,0,3,24
"A_C_D_contig_58770",0,0,0,4,17
"A_C_D_contig_58771",0,0,0,2,18
"A_C_D_contig_58772",0,0,0,5,73
"A_C_D_contig_58773",0,0,0,2,48
"A_C_D_contig_58774",107,112,130,4,17
"A_C_D_contig_58775",0,0,0,2,28
"A_C_D_contig_58776",0,0,0,8,22
"A_C_D_contig_58777",70,87,0,2,34
"A_C_D_contig_58778",0,0,0,3,68
"A_C_D_contig_58779",0,0,0,3,52
"A_C_D_contig_5878",35,35,43,2,39
"A_C_D_contig_58780",108,114,107,2,28
"A_C_D_contig_58781",90,97,119,2,52
"A_C_D_contig_58782",0,0,0,8,53
"A_C_D_contig_58783",0,0,0,2,58
"A_C_D_contig_58784",0,0,0,3,28
"A_C_D_contig_58785",0,0,0,8,53
"A_C_D_contig_58786",103,113,129,6,68
"A_C_D_contig_58787",0,0,0,3,72
"A_C_D_contig_58788",97,91,111,3,30
"A_C_D_contig_58789",86,90,104,3,5
"A_C_D_contig_5879",47,68,75,5,46
"A_C_D_contig_58790",0,0,0,6,42
"A_C_D_contig_58791",0,0,0,8,22
"A_C_D_contig_58792",0,0,0,2,28
"A_C_D_contig_58793",0,0,0,5,4
"A_C_D_contig_58794",0,0,0,4,79
"A_C_D_contig_58795",0,0,0,2,28
"A_C_D_contig_58796",0,0,0,6,42
"A_C_D_contig_58797",0,0,0,6,8
"A_C_D_contig_58798",64,60,73,3,24
"A_C_D_contig_58799",0,0,0,2,52
"A_C_D_contig_588",0,0,0,7,3
"A_C_D_contig_5880",0,0,0,3,72
