"contig","metabat.1","metabat.4"
"contig_31158",0,0
"contig_31159",0,0
"contig_3116",0,0
"contig_31160",0,0
"contig_31161",0,0
"contig_31162",0,0
"contig_31163",0,0
"contig_31164",0,0
"contig_31165",0,0
"contig_31166",0,0
"contig_31167",0,0
"contig_31168",0,0
"contig_31169",0,0
"contig_3117",0,0
"contig_31170",0,0
"contig_31171",0,0
"contig_31172",0,0
"contig_31173",0,0
"contig_31174",0,0
"contig_31175",0,0
"contig_31176",0,0
"contig_31177",0,0
"contig_31178",0,0
"contig_31179",0,0
"contig_3118",0,0
"contig_31180",0,0
"contig_31181",0,0
"contig_31182",0,0
"contig_31183",0,0
"contig_31184",0,0
"contig_31185",0,0
"contig_31186",0,0
"contig_31187",0,0
"contig_31188",0,0
"contig_31189",0,0
"contig_3119",0,0
"contig_31190",0,0
"contig_31191",0,0
"contig_31192",0,0
"contig_31193",0,0
"contig_31194",0,0
"contig_31195",0,0
"contig_31196",0,0
"contig_31197",0,0
"contig_31198",0,0
"contig_31199",0,0
"contig_312",3,3
"contig_3120",0,0
"contig_31200",0,0
"contig_31201",0,0
"contig_31202",0,0
"contig_31203",0,0
"contig_31204",0,0
"contig_31205",0,0
"contig_31206",0,0
"contig_31207",0,0
"contig_31208",0,0
"contig_31209",0,0
"contig_3121",0,0
"contig_31210",0,0
"contig_31211",0,0
"contig_31212",0,0
"contig_31213",0,0
"contig_31214",0,0
"contig_31215",0,0
"contig_31216",0,0
"contig_31217",0,0
"contig_31218",0,0
"contig_31219",0,0
"contig_3122",0,0
"contig_31220",0,0
"contig_31221",0,0
"contig_31222",0,0
"contig_31223",0,0
"contig_31224",0,0
"contig_31225",0,0
"contig_31226",0,0
"contig_31227",0,0
"contig_31228",0,0
"contig_31229",0,0
"contig_3123",20,20
"contig_31230",0,0
"contig_31231",0,0
"contig_31232",0,0
"contig_31233",0,0
"contig_31234",0,0
"contig_31235",0,0
"contig_31236",0,0
"contig_31237",0,0
"contig_31238",0,0
"contig_31239",0,0
"contig_3124",13,15
"contig_31240",0,0
"contig_31241",0,0
"contig_31242",0,0
"contig_31243",0,0
"contig_31244",0,0
"contig_31245",0,0
"contig_31246",0,0
"contig_31247",0,0
"contig_31248",0,0
"contig_31249",0,0
"contig_3125",23,22
"contig_31250",0,0
"contig_31251",0,0
"contig_31252",0,0
"contig_31253",0,0
"contig_31254",0,0
"contig_31255",0,0
"contig_31256",0,0
"contig_31257",0,0
"contig_31258",0,0
"contig_31259",0,0
"contig_3126",0,0
"contig_31260",0,0
"contig_31261",0,0
"contig_31262",0,0
"contig_31263",0,0
"contig_31264",0,0
"contig_31265",0,0
"contig_31266",0,0
"contig_31267",0,0
"contig_31268",0,0
"contig_31269",0,0
"contig_3127",0,20
"contig_31270",0,0
"contig_31271",0,0
"contig_31272",0,0
"contig_31273",0,0
"contig_31274",0,0
"contig_31275",0,0
"contig_31276",0,0
"contig_31277",30,31
"contig_31278",0,0
"contig_31279",0,0
"contig_3128",9,10
"contig_31280",0,0
"contig_31281",0,0
"contig_31282",30,31
"contig_31283",0,0
"contig_31284",0,0
"contig_31285",0,0
"contig_31286",0,0
"contig_31287",0,0
"contig_31288",0,0
"contig_31289",0,0
"contig_3129",0,0
"contig_31290",0,0
"contig_31291",0,0
"contig_31292",0,31
"contig_31293",0,0
"contig_31294",0,0
"contig_31295",0,0
"contig_31296",0,0
"contig_31297",0,0
"contig_31298",0,0
"contig_31299",0,0
"contig_313",0,0
"contig_3130",0,0
"contig_31300",0,0
"contig_31301",0,0
"contig_31302",0,0
"contig_31303",0,0
"contig_31304",0,0
"contig_31305",0,0
"contig_31306",0,0
"contig_31307",0,0
"contig_31308",0,0
"contig_31309",0,0
"contig_3131",0,0
"contig_31310",0,0
"contig_31311",0,0
"contig_31312",0,0
"contig_31313",0,0
"contig_31314",0,0
"contig_31315",0,0
"contig_31316",0,0
"contig_31317",0,0
"contig_31318",0,0
"contig_31319",0,0
"contig_3132",0,0
"contig_31320",0,0
"contig_31321",0,0
"contig_31322",0,0
"contig_31323",0,0
"contig_31324",0,0
"contig_31325",0,0
"contig_31326",0,0
"contig_31327",0,0
"contig_31328",0,0
"contig_31329",0,0
"contig_3133",0,0
"contig_31330",0,0
"contig_31331",0,0
"contig_31332",0,0
"contig_31333",0,0
"contig_31334",0,0
"contig_31335",0,0
"contig_31336",0,0
"contig_31337",0,0
"contig_31338",0,0
"contig_31339",0,0
"contig_3134",0,0
"contig_31340",0,0
"contig_31341",0,0
"contig_31342",0,0
"contig_31343",0,0
"contig_31344",0,0
"contig_31345",0,0
"contig_31346",0,0
"contig_31347",0,0
"contig_31348",0,0
"contig_31349",0,0
"contig_3135",0,0
"contig_31350",0,0
"contig_31351",0,0
"contig_31352",0,0
"contig_31353",0,0
"contig_31354",0,0
"contig_31355",0,0
"contig_31356",0,0
"contig_31357",0,0
"contig_31358",0,0
"contig_31359",0,0
"contig_3136",13,15
"contig_31360",0,0
"contig_31361",0,0
"contig_31362",0,0
"contig_31363",0,0
"contig_31364",0,0
"contig_31365",0,0
"contig_31366",0,0
"contig_31367",0,0
"contig_31368",0,0
"contig_31369",0,0
"contig_3137",13,15
"contig_31370",0,0
"contig_31371",0,0
"contig_31372",0,0
"contig_31373",20,20
"contig_31374",0,0
"contig_31375",0,0
"contig_31376",0,0
"contig_31377",0,0
"contig_31378",0,0
"contig_31379",0,0
"contig_3138",0,0
"contig_31380",0,0
"contig_31381",0,0
"contig_31382",0,0
"contig_31383",0,0
"contig_31384",0,0
"contig_31385",0,0
"contig_31386",0,0
"contig_31387",0,0
"contig_31388",0,0
"contig_31389",0,0
"contig_3139",0,0
"contig_31390",0,0
"contig_31391",0,0
"contig_31392",0,0
"contig_31393",0,0
"contig_31394",0,0
"contig_31395",0,0
"contig_31396",0,0
"contig_31397",0,0
"contig_31398",0,0
"contig_31399",0,0
"contig_314",33,33
"contig_3140",0,0
"contig_31400",0,0
"contig_31401",0,0
"contig_31402",0,0
"contig_31403",0,0
"contig_31404",0,0
"contig_31405",0,0
"contig_31406",0,0
"contig_31407",0,0
"contig_31408",0,0
"contig_31409",0,0
"contig_3141",0,0
"contig_31410",0,0
"contig_31411",0,0
"contig_31412",0,0
"contig_31413",0,0
"contig_31414",0,0
"contig_31415",0,0
"contig_31416",0,0
"contig_31417",0,0
"contig_31418",0,0
"contig_31419",0,0
"contig_3142",0,0
"contig_31420",0,0
"contig_31421",0,0
"contig_31422",0,0
"contig_31423",0,0
"contig_31424",0,0
"contig_31425",0,0
"contig_31426",0,0
"contig_31427",0,0
"contig_31428",0,0
"contig_31429",0,0
"contig_3143",9,10
"contig_31430",0,0
"contig_31431",0,0
"contig_31432",0,0
"contig_31433",0,0
"contig_31434",0,0
"contig_31435",0,0
"contig_31436",0,0
"contig_31437",0,0
"contig_31438",0,0
"contig_31439",0,0
"contig_3144",0,0
"contig_31440",0,0
"contig_31441",0,0
"contig_31442",0,0
"contig_31443",0,0
"contig_31444",0,0
"contig_31445",0,0
"contig_31446",0,0
"contig_31447",0,0
"contig_31448",0,0
"contig_31449",0,0
"contig_3145",29,29
"contig_31450",0,0
"contig_31451",0,0
"contig_31452",0,0
"contig_31453",0,0
"contig_31454",0,0
"contig_31455",0,0
"contig_31456",0,0
"contig_31457",0,0
"contig_31458",0,0
"contig_31459",0,0
"contig_3146",10,9
"contig_31460",0,0
"contig_31461",0,0
"contig_31462",0,0
"contig_31463",0,0
"contig_31464",0,0
"contig_31465",0,0
"contig_31466",0,0
"contig_31467",0,0
"contig_31468",0,0
"contig_31469",0,0
"contig_3147",0,0
"contig_31470",0,0
"contig_31471",0,0
"contig_31472",0,0
"contig_31473",0,0
"contig_31474",0,0
"contig_31475",0,0
"contig_31476",0,0
"contig_31477",0,0
"contig_31478",0,0
"contig_31479",0,0
"contig_3148",0,0
"contig_31480",0,0
"contig_31481",0,0
"contig_31482",0,0
"contig_31483",0,0
"contig_3149",0,0
"contig_315",13,15
"contig_3150",0,0
"contig_3151",11,11
"contig_3152",7,8
"contig_3153",0,0
"contig_3154",0,0
"contig_3155",9,10
"contig_3156",29,29
"contig_3157",7,8
"contig_3158",0,0
"contig_3159",0,0
"contig_316",17,17
"contig_3160",13,15
"contig_3161",0,0
"contig_3162",0,0
"contig_3163",0,0
"contig_3164",0,0
"contig_3165",0,0
"contig_3166",0,0
"contig_3167",0,0
"contig_3168",0,0
"contig_3169",0,0
"contig_317",3,3
"contig_3170",0,0
"contig_3171",0,0
"contig_3172",0,0
"contig_3173",0,30
"contig_3174",0,0
"contig_3175",17,17
"contig_3176",0,0
"contig_3177",0,0
"contig_3178",0,0
"contig_3179",0,0
"contig_318",0,0
"contig_3180",0,0
"contig_3181",23,22
"contig_3182",0,17
"contig_3183",0,0
"contig_3184",0,0
"contig_3185",0,0
"contig_3186",0,0
"contig_3187",0,0
"contig_3188",9,10
"contig_3189",0,0
"contig_319",20,20
"contig_3190",0,0
"contig_3191",0,0
"contig_3192",0,0
"contig_3193",0,0
"contig_3194",0,0
"contig_3195",0,0
"contig_3196",13,15
"contig_3197",0,0
"contig_3198",11,11
"contig_3199",0,0
"contig_32",3,3
"contig_320",0,2
"contig_3200",0,0
"contig_3201",9,10
"contig_3202",0,0
"contig_3203",12,13
"contig_3204",17,17
"contig_3205",0,0
"contig_3206",0,0
"contig_3207",0,0
"contig_3208",10,9
"contig_3209",0,0
"contig_321",0,0
"contig_3210",0,0
"contig_3211",0,0
"contig_3212",2,2
"contig_3213",7,8
"contig_3214",9,10
"contig_3215",13,15
"contig_3216",17,17
"contig_3217",20,20
"contig_3218",0,0
"contig_3219",0,0
"contig_322",12,13
"contig_3220",0,0
"contig_3221",0,0
"contig_3222",0,0
"contig_3223",0,0
"contig_3224",0,0
"contig_3225",0,0
"contig_3226",17,17
"contig_3227",0,0
"contig_3228",9,10
"contig_3229",9,10
"contig_323",12,13
"contig_3230",13,15
"contig_3231",19,19
"contig_3232",0,0
"contig_3233",0,0
"contig_3234",0,0
"contig_3235",0,0
"contig_3236",0,0
"contig_3237",3,3
"contig_3238",0,0
"contig_3239",0,0
"contig_324",0,0
"contig_3240",0,5
"contig_3241",11,11
"contig_3242",0,0
"contig_3243",9,10
"contig_3244",0,0
"contig_3245",10,9
"contig_3246",0,0
"contig_3247",0,0
"contig_3248",0,0
"contig_3249",19,19
"contig_325",0,0
"contig_3250",13,15
"contig_3251",0,17
"contig_3252",29,24
"contig_3253",0,0
"contig_3254",0,0
"contig_3255",0,0
"contig_3256",0,20
"contig_3257",0,0
"contig_3258",0,0
"contig_3259",0,0
"contig_326",0,0
"contig_3260",0,0
"contig_3261",0,0
"contig_3262",0,0
"contig_3263",0,0
"contig_3264",0,0
"contig_3265",10,9
"contig_3266",17,17
"contig_3267",0,0
"contig_3268",0,0
"contig_3269",0,0
"contig_327",0,3
"contig_3270",17,17
"contig_3271",29,29
"contig_3272",7,8
"contig_3273",29,29
"contig_3274",0,0
"contig_3275",0,0
"contig_3276",2,2
"contig_3277",0,0
"contig_3278",0,0
"contig_3279",16,16
"contig_328",3,3
"contig_3280",31,32
"contig_3281",0,0
"contig_3282",0,0
"contig_3283",0,0
"contig_3284",0,0
"contig_3285",0,0
"contig_3286",0,0
"contig_3287",16,16
"contig_3288",18,16
"contig_3289",0,0
"contig_329",2,2
"contig_3290",23,22
"contig_3291",3,3
"contig_3292",0,0
"contig_3293",0,0
"contig_3294",0,0
"contig_3295",0,0
"contig_3296",0,0
"contig_3297",20,20
"contig_3298",9,10
"contig_3299",0,0
"contig_33",3,3
"contig_330",12,13
"contig_3300",31,32
"contig_3301",3,3
"contig_3302",0,0
"contig_3303",0,0
"contig_3304",0,0
"contig_3305",19,19
"contig_3306",0,0
"contig_3307",0,0
"contig_3308",0,0
"contig_3309",10,9
"contig_331",7,8
"contig_3310",7,8
"contig_3311",19,19
"contig_3312",33,33
"contig_3313",0,0
"contig_3314",0,0
"contig_3315",17,17
"contig_3316",0,0
"contig_3317",0,0
"contig_3318",19,19
"contig_3319",0,0
"contig_332",2,2
"contig_3320",0,0
"contig_3321",0,0
"contig_3322",0,0
"contig_3323",0,0
"contig_3324",0,0
"contig_3325",0,0
"contig_3326",17,17
"contig_3327",0,0
"contig_3328",1,1
"contig_3329",13,15
"contig_333",7,8
"contig_3330",9,10
"contig_3331",0,0
"contig_3332",0,5
"contig_3333",0,0
"contig_3334",0,0
"contig_3335",9,10
"contig_3336",16,16
"contig_3337",0,0
"contig_3338",0,0
"contig_3339",0,0
"contig_334",9,10
"contig_3340",0,0
"contig_3341",19,19
"contig_3342",0,0
"contig_3343",0,0
"contig_3344",0,0
"contig_3345",17,17
"contig_3346",0,0
"contig_3347",0,0
"contig_3348",0,0
"contig_3349",9,10
"contig_335",0,0
"contig_3350",13,15
"contig_3351",0,0
"contig_3352",0,0
"contig_3353",0,0
"contig_3354",0,0
"contig_3355",0,0
"contig_3356",0,0
"contig_3357",0,0
"contig_3358",0,0
"contig_3359",0,0
"contig_336",9,10
"contig_3360",9,10
"contig_3361",0,0
"contig_3362",0,0
"contig_3363",10,9
"contig_3364",17,17
"contig_3365",0,0
"contig_3366",33,33
"contig_3367",0,0
"contig_3368",9,10
"contig_3369",0,0
"contig_337",12,13
"contig_3370",0,0
"contig_3371",0,0
"contig_3372",0,0
"contig_3373",0,0
"contig_3374",0,0
"contig_3375",0,0
"contig_3376",17,17
"contig_3377",17,17
"contig_3378",0,0
"contig_3379",0,0
"contig_338",9,10
"contig_3380",0,0
"contig_3381",0,0
"contig_3382",0,20
"contig_3383",17,17
"contig_3384",0,0
"contig_3385",0,0
"contig_3386",29,29
"contig_3387",0,0
"contig_3388",0,0
"contig_3389",0,0
"contig_339",3,3
"contig_3390",0,0
"contig_3391",0,0
"contig_3392",0,0
"contig_3393",0,0
"contig_3394",0,0
"contig_3395",9,10
"contig_3396",0,0
"contig_3397",17,17
"contig_3398",0,0
"contig_3399",2,2
"contig_34",3,3
"contig_340",0,0
"contig_3400",10,9
"contig_3401",23,22
"contig_3402",0,0
"contig_3403",0,0
"contig_3404",0,0
"contig_3405",0,0
"contig_3406",2,2
"contig_3407",0,0
"contig_3408",0,0
"contig_3409",7,8
"contig_341",0,0
"contig_3410",0,0
"contig_3411",17,17
"contig_3412",0,0
"contig_3413",0,0
"contig_3414",0,0
"contig_3415",17,17
"contig_3416",2,2
"contig_3417",14,13
"contig_3418",0,0
"contig_3419",0,0
"contig_342",3,3
"contig_3420",0,0
"contig_3421",10,9
"contig_3422",0,0
"contig_3423",0,0
"contig_3424",20,20
"contig_3425",11,11
"contig_3426",10,9
"contig_3427",9,10
"contig_3428",16,16
"contig_3429",31,32
"contig_343",3,3
"contig_3430",0,0
"contig_3431",0,0
"contig_3432",0,0
"contig_3433",0,0
"contig_3434",23,22
"contig_3435",0,0
"contig_3436",16,16
"contig_3437",0,0
"contig_3438",16,16
"contig_3439",0,0
"contig_344",0,0
"contig_3440",0,0
"contig_3441",9,10
"contig_3442",0,0
"contig_3443",0,0
"contig_3444",0,0
"contig_3445",0,0
"contig_3446",13,15
"contig_3447",0,0
"contig_3448",19,19
"contig_3449",0,0
"contig_345",0,2
"contig_3450",0,0
"contig_3451",4,4
"contig_3452",0,0
"contig_3453",0,0
"contig_3454",0,0
"contig_3455",10,9
"contig_3456",0,0
"contig_3457",32,0
"contig_3458",0,0
"contig_3459",0,0
"contig_346",12,13
"contig_3460",0,0
"contig_3461",0,0
"contig_3462",0,0
"contig_3463",11,11
"contig_3464",0,0
"contig_3465",7,8
"contig_3466",0,0
"contig_3467",0,0
"contig_3468",0,0
"contig_3469",29,29
"contig_347",0,0
"contig_3470",20,20
"contig_3471",0,0
"contig_3472",11,11
"contig_3473",0,0
"contig_3474",31,32
"contig_3475",0,0
"contig_3476",0,0
"contig_3477",0,0
"contig_3478",0,0
"contig_3479",17,17
"contig_348",14,13
"contig_3480",9,10
"contig_3481",29,29
"contig_3482",9,10
"contig_3483",7,8
"contig_3484",0,0
"contig_3485",0,0
"contig_3486",17,17
"contig_3487",0,0
"contig_3488",9,10
"contig_3489",29,29
"contig_349",0,0
"contig_3490",23,22
"contig_3491",0,0
"contig_3492",0,0
"contig_3493",16,16
"contig_3494",0,0
"contig_3495",0,12
"contig_3496",0,0
"contig_3497",0,0
"contig_3498",0,0
"contig_3499",0,0
"contig_35",12,13
"contig_350",2,2
"contig_3500",0,0
"contig_3501",0,0
"contig_3502",0,0
"contig_3503",0,0
"contig_3504",7,8
"contig_3505",16,16
"contig_3506",0,0
"contig_3507",0,0
"contig_3508",0,0
"contig_3509",0,0
"contig_351",17,17
"contig_3510",10,9
"contig_3511",17,17
"contig_3512",17,17
"contig_3513",0,0
"contig_3514",0,0
"contig_3515",0,0
"contig_3516",0,0
"contig_3517",31,32
"contig_3518",0,0
"contig_3519",0,0
"contig_352",0,0
"contig_3520",0,0
"contig_3521",17,17
"contig_3522",0,0
"contig_3523",19,19
"contig_3524",19,19
"contig_3525",9,10
"contig_3526",10,9
"contig_3527",0,0
"contig_3528",0,0
"contig_3529",0,0
"contig_353",0,0
"contig_3530",0,0
"contig_3531",0,0
"contig_3532",0,0
"contig_3533",0,12
"contig_3534",0,0
"contig_3535",17,17
"contig_3536",16,16
"contig_3537",22,22
"contig_3538",17,17
"contig_3539",20,20
"contig_354",9,10
"contig_3540",0,0
"contig_3541",32,0
"contig_3542",0,0
"contig_3543",9,10
"contig_3544",0,0
"contig_3545",0,0
"contig_3546",3,3
"contig_3547",0,0
"contig_3548",9,10
"contig_3549",0,0
"contig_355",7,8
"contig_3550",0,0
"contig_3551",0,0
"contig_3552",0,0
"contig_3553",0,0
"contig_3554",0,0
"contig_3555",0,0
"contig_3556",0,0
"contig_3557",0,0
"contig_3558",0,0
"contig_3559",0,0
"contig_356",1,1
"contig_3560",10,9
"contig_3561",0,0
"contig_3562",0,0
"contig_3563",0,0
"contig_3564",7,8
"contig_3565",11,11
"contig_3566",0,0
"contig_3567",17,17
"contig_3568",16,16
"contig_3569",0,0
"contig_357",16,16
"contig_3570",0,0
"contig_3571",0,20
"contig_3572",0,0
"contig_3573",0,0
"contig_3574",0,0
"contig_3575",0,0
"contig_3576",0,0
"contig_3577",0,0
"contig_3578",0,0
"contig_3579",0,0
"contig_358",0,17
"contig_3580",0,0
"contig_3581",0,0
"contig_3582",0,0
"contig_3583",23,22
"contig_3584",0,0
"contig_3585",0,0
"contig_3586",0,0
"contig_3587",0,0
"contig_3588",29,29
"contig_3589",0,0
"contig_359",3,3
"contig_3590",0,0
"contig_3591",9,10
"contig_3592",0,0
"contig_3593",0,0
"contig_3594",11,11
"contig_3595",10,9
"contig_3596",0,0
"contig_3597",2,2
"contig_3598",16,16
"contig_3599",17,17
"contig_36",3,3
"contig_360",3,3
"contig_3600",0,0
"contig_3601",0,0
"contig_3602",0,20
"contig_3603",0,0
"contig_3604",0,0
"contig_3605",0,0
"contig_3606",12,13
"contig_3607",19,19
"contig_3608",0,0
"contig_3609",0,0
"contig_361",9,10
"contig_3610",3,3
"contig_3611",0,0
"contig_3612",0,0
"contig_3613",0,0
"contig_3614",0,0
"contig_3615",9,10
"contig_3616",0,0
"contig_3617",0,0
"contig_3618",0,0
"contig_3619",0,0
"contig_362",0,0
"contig_3620",0,0
"contig_3621",9,10
"contig_3622",10,9
"contig_3623",12,13
"contig_3624",9,10
"contig_3625",0,0
"contig_3626",16,16
"contig_3627",0,0
"contig_3628",24,23
"contig_3629",0,0
"contig_363",0,0
"contig_3630",0,0
"contig_3631",9,10
"contig_3632",0,0
"contig_3633",29,29
"contig_3634",0,0
"contig_3635",13,15
"contig_3636",29,29
"contig_3637",17,17
"contig_3638",0,0
"contig_3639",0,12
"contig_364",3,3
"contig_3640",0,0
"contig_3641",0,0
"contig_3642",9,10
"contig_3643",0,0
"contig_3644",0,0
"contig_3645",0,0
"contig_3646",0,0
"contig_3647",0,0
"contig_3648",0,0
"contig_3649",24,23
"contig_365",3,3
"contig_3650",0,0
"contig_3651",17,17
"contig_3652",0,0
"contig_3653",10,9
"contig_3654",0,0
"contig_3655",0,0
"contig_3656",0,0
"contig_3657",31,32
"contig_3658",17,17
"contig_3659",0,0
"contig_366",16,16
"contig_3660",17,17
"contig_3661",0,0
"contig_3662",0,0
"contig_3663",0,12
"contig_3664",0,0
"contig_3665",0,0
"contig_3666",0,0
"contig_3667",0,30
"contig_3668",23,22
"contig_3669",0,0
"contig_367",12,13
"contig_3670",0,0
"contig_3671",0,0
"contig_3672",9,10
"contig_3673",0,0
"contig_3674",17,17
"contig_3675",20,20
"contig_3676",0,0
"contig_3677",16,16
"contig_3678",16,16
"contig_3679",0,0
"contig_368",0,0
"contig_3680",0,0
"contig_3681",29,29
"contig_3682",13,15
"contig_3683",0,0
"contig_3684",0,0
"contig_3685",20,20
"contig_3686",11,11
"contig_3687",0,0
"contig_3688",0,0
"contig_3689",0,0
"contig_369",1,1
"contig_3690",0,0
"contig_3691",0,0
"contig_3692",0,0
"contig_3693",0,0
"contig_3694",0,0
"contig_3695",0,0
"contig_3696",0,0
"contig_3697",0,0
"contig_3698",0,0
"contig_3699",0,0
"contig_37",0,0
"contig_370",0,0
"contig_3700",17,17
"contig_3701",0,0
"contig_3702",0,0
"contig_3703",0,0
"contig_3704",0,0
"contig_3705",0,0
"contig_3706",0,0
"contig_3707",0,0
"contig_3708",0,0
"contig_3709",0,19
"contig_371",17,17
"contig_3710",29,29
"contig_3711",17,17
"contig_3712",0,0
"contig_3713",9,10
"contig_3714",0,0
"contig_3715",0,0
"contig_3716",0,0
"contig_3717",19,19
"contig_3718",0,0
"contig_3719",0,0
"contig_372",12,13
"contig_3720",0,0
"contig_3721",0,0
"contig_3722",9,10
"contig_3723",0,0
"contig_3724",0,0
"contig_3725",0,0
"contig_3726",0,0
"contig_3727",0,0
"contig_3728",0,0
"contig_3729",0,0
"contig_373",7,8
"contig_3730",0,0
"contig_3731",0,0
"contig_3732",17,17
"contig_3733",0,0
"contig_3734",29,29
"contig_3735",13,15
"contig_3736",0,0
"contig_3737",23,22
"contig_3738",29,29
"contig_3739",0,0
"contig_374",0,0
"contig_3740",0,0
"contig_3741",0,0
"contig_3742",0,0
"contig_3743",0,0
"contig_3744",10,9
"contig_3745",31,32
"contig_3746",0,0
"contig_3747",9,10
"contig_3748",0,0
"contig_3749",29,29
"contig_375",3,3
"contig_3750",29,29
"contig_3751",9,10
"contig_3752",13,15
"contig_3753",0,0
"contig_3754",0,0
"contig_3755",13,15
"contig_3756",23,22
"contig_3757",7,8
"contig_3758",0,0
"contig_3759",0,0
"contig_376",7,8
"contig_3760",20,20
"contig_3761",17,17
"contig_3762",0,0
"contig_3763",0,0
"contig_3764",0,0
"contig_3765",10,9
"contig_3766",0,0
"contig_3767",0,0
"contig_3768",0,0
"contig_3769",11,11
"contig_377",7,8
"contig_3770",9,10
"contig_3771",0,0
"contig_3772",0,0
"contig_3773",0,0
"contig_3774",2,2
"contig_3775",0,0
"contig_3776",16,16
"contig_3777",0,0
"contig_3778",7,8
"contig_3779",13,15
"contig_378",0,0
"contig_3780",0,0
"contig_3781",0,0
"contig_3782",0,0
"contig_3783",0,0
"contig_3784",13,15
"contig_3785",11,11
"contig_3786",13,15
"contig_3787",13,15
"contig_3788",17,17
"contig_3789",0,0
"contig_379",12,13
"contig_3790",12,13
"contig_3791",29,29
"contig_3792",17,17
"contig_3793",0,0
"contig_3794",16,16
"contig_3795",0,0
"contig_3796",0,0
"contig_3797",0,0
"contig_3798",0,0
"contig_3799",13,15
"contig_38",12,13
"contig_380",12,13
"contig_3800",10,9
"contig_3801",0,0
"contig_3802",0,0
"contig_3803",0,0
"contig_3804",0,0
"contig_3805",0,0
"contig_3806",11,11
"contig_3807",0,0
"contig_3808",0,0
"contig_3809",7,8
"contig_381",0,0
"contig_3810",0,0
"contig_3811",13,15
"contig_3812",11,11
"contig_3813",0,0
"contig_3814",0,0
"contig_3815",0,0
"contig_3816",0,0
"contig_3817",0,0
"contig_3818",0,0
"contig_3819",0,0
"contig_382",0,0
"contig_3820",0,0
"contig_3821",29,29
"contig_3822",0,0
"contig_3823",0,0
"contig_3824",0,0
"contig_3825",0,0
"contig_3826",0,0
"contig_3827",0,0
"contig_3828",0,0
"contig_3829",0,0
"contig_383",0,0
"contig_3830",0,0
"contig_3831",33,33
"contig_3832",0,0
"contig_3833",0,0
"contig_3834",0,0
"contig_3835",0,0
"contig_3836",29,29
"contig_3837",0,0
"contig_3838",0,0
"contig_3839",23,22
"contig_384",0,5
"contig_3840",0,22
"contig_3841",0,0
"contig_3842",13,15
"contig_3843",0,0
"contig_3844",0,0
"contig_3845",0,0
"contig_3846",0,0
"contig_3847",0,0
"contig_3848",23,22
"contig_3849",0,3
"contig_385",13,15
"contig_3850",9,10
"contig_3851",0,0
"contig_3852",0,0
"contig_3853",0,0
"contig_3854",9,10
"contig_3855",0,0
"contig_3856",0,0
"contig_3857",0,0
"contig_3858",0,0
"contig_3859",29,24
"contig_386",3,3
"contig_3860",0,0
"contig_3861",29,29
"contig_3862",0,0
"contig_3863",0,0
"contig_3864",18,16
"contig_3865",20,20
"contig_3866",9,10
"contig_3867",0,0
"contig_3868",23,22
"contig_3869",17,17
"contig_387",3,3
"contig_3870",10,9
"contig_3871",9,10
"contig_3872",9,10
"contig_3873",19,19
"contig_3874",17,17
"contig_3875",33,33
"contig_3876",29,29
"contig_3877",29,29
"contig_3878",0,0
"contig_3879",0,0
"contig_388",0,0
"contig_3880",17,17
"contig_3881",0,0
"contig_3882",0,0
"contig_3883",0,0
"contig_3884",0,0
"contig_3885",0,0
"contig_3886",20,20
"contig_3887",16,16
"contig_3888",0,0
"contig_3889",0,0
"contig_389",2,2
"contig_3890",16,16
"contig_3891",0,0
"contig_3892",0,0
"contig_3893",0,0
"contig_3894",3,3
"contig_3895",18,16
"contig_3896",0,0
"contig_3897",0,0
"contig_3898",0,17
"contig_3899",0,0
"contig_39",12,13
"contig_390",2,2
"contig_3900",17,17
"contig_3901",0,0
"contig_3902",20,20
"contig_3903",0,0
"contig_3904",0,5
"contig_3905",9,10
"contig_3906",9,10
"contig_3907",0,0
"contig_3908",0,0
"contig_3909",0,0
"contig_391",0,0
"contig_3910",0,0
"contig_3911",0,0
"contig_3912",9,10
"contig_3913",0,0
"contig_3914",29,29
"contig_3915",16,16
"contig_3916",0,0
"contig_3917",0,0
"contig_3918",0,0
"contig_3919",0,0
"contig_392",9,10
"contig_3920",13,15
"contig_3921",13,15
"contig_3922",0,0
"contig_3923",0,0
"contig_3924",13,15
"contig_3925",0,0
"contig_3926",10,9
"contig_3927",17,17
"contig_3928",31,32
"contig_3929",19,19
"contig_393",29,29
"contig_3930",0,0
"contig_3931",29,29
"contig_3932",13,15
"contig_3933",0,0
"contig_3934",0,0
"contig_3935",10,9
"contig_3936",9,10
"contig_3937",0,0
"contig_3938",23,22
"contig_3939",23,22
"contig_394",0,0
"contig_3940",0,0
"contig_3941",0,0
"contig_3942",0,0
"contig_3943",17,17
"contig_3944",0,0
"contig_3945",0,0
"contig_3946",0,0
"contig_3947",0,0
"contig_3948",20,20
"contig_3949",0,0
"contig_395",7,8
"contig_3950",0,0
"contig_3951",33,33
"contig_3952",0,0
"contig_3953",9,10
"contig_3954",0,0
"contig_3955",14,13
"contig_3956",13,15
"contig_3957",0,0
"contig_3958",0,0
"contig_3959",0,0
"contig_396",3,3
"contig_3960",10,9
"contig_3961",7,8
"contig_3962",13,15
"contig_3963",0,0
"contig_3964",0,0
"contig_3965",11,11
"contig_3966",19,19
"contig_3967",0,0
"contig_3968",0,0
"contig_3969",0,0
"contig_397",9,10
"contig_3970",0,0
"contig_3971",31,32
"contig_3972",11,11
"contig_3973",0,0
"contig_3974",0,0
