"contig","metabat.1","metabat.4"
"contig_15153",11,11
"contig_15154",0,0
"contig_15155",0,0
"contig_15156",23,22
"contig_15157",0,0
"contig_15158",0,0
"contig_15159",24,23
"contig_1516",2,2
"contig_15160",0,0
"contig_15161",24,23
"contig_15162",0,0
"contig_15163",0,0
"contig_15164",0,0
"contig_15165",0,0
"contig_15166",0,0
"contig_15167",0,0
"contig_15168",0,0
"contig_15169",0,0
"contig_1517",33,33
"contig_15170",0,0
"contig_15171",0,0
"contig_15172",0,0
"contig_15173",0,0
"contig_15174",23,22
"contig_15175",0,0
"contig_15176",0,0
"contig_15177",0,0
"contig_15178",0,0
"contig_15179",0,0
"contig_1518",0,0
"contig_15180",0,0
"contig_15181",0,0
"contig_15182",0,0
"contig_15183",0,0
"contig_15184",0,0
"contig_15185",0,0
"contig_15186",0,0
"contig_15187",0,0
"contig_15188",0,0
"contig_15189",0,0
"contig_1519",0,0
"contig_15190",0,0
"contig_15191",0,0
"contig_15192",0,0
"contig_15193",26,26
"contig_15194",26,26
"contig_15195",0,0
"contig_15196",0,0
"contig_15197",0,0
"contig_15198",0,0
"contig_15199",0,0
"contig_152",7,8
"contig_1520",0,0
"contig_15200",0,0
"contig_15201",0,0
"contig_15202",0,0
"contig_15203",0,0
"contig_15204",31,32
"contig_15205",0,0
"contig_15206",0,0
"contig_15207",0,0
"contig_15208",0,0
"contig_15209",0,0
"contig_1521",7,8
"contig_15210",0,0
"contig_15211",31,32
"contig_15212",0,0
"contig_15213",0,0
"contig_15214",0,0
"contig_15215",0,0
"contig_15216",0,0
"contig_15217",26,26
"contig_15218",0,0
"contig_15219",0,0
"contig_1522",0,0
"contig_15220",0,0
"contig_15221",0,0
"contig_15222",0,0
"contig_15223",0,0
"contig_15224",0,0
"contig_15225",0,0
"contig_15226",23,22
"contig_15227",0,0
"contig_15228",0,0
"contig_15229",0,0
"contig_1523",3,3
"contig_15230",33,33
"contig_15231",0,0
"contig_15232",33,33
"contig_15233",0,0
"contig_15234",0,0
"contig_15235",0,0
"contig_15236",23,22
"contig_15237",0,0
"contig_15238",0,0
"contig_15239",0,0
"contig_1524",2,2
"contig_15240",0,0
"contig_15241",0,0
"contig_15242",20,20
"contig_15243",23,22
"contig_15244",0,0
"contig_15245",11,11
"contig_15246",0,0
"contig_15247",22,22
"contig_15248",0,0
"contig_15249",0,0
"contig_1525",0,0
"contig_15250",0,0
"contig_15251",0,0
"contig_15252",0,0
"contig_15253",0,0
"contig_15254",23,22
"contig_15255",0,0
"contig_15256",0,0
"contig_15257",33,33
"contig_15258",0,0
"contig_15259",0,0
"contig_1526",0,0
"contig_15260",0,0
"contig_15261",0,0
"contig_15262",0,0
"contig_15263",0,0
"contig_15264",0,0
"contig_15265",0,0
"contig_15266",0,0
"contig_15267",0,0
"contig_15268",0,0
"contig_15269",24,23
"contig_1527",0,0
"contig_15270",0,0
"contig_15271",0,0
"contig_15272",0,0
"contig_15273",0,0
"contig_15274",0,0
"contig_15275",24,23
"contig_15276",0,0
"contig_15277",0,0
"contig_15278",0,0
"contig_15279",26,26
"contig_1528",3,3
"contig_15280",0,0
"contig_15281",26,26
"contig_15282",0,0
"contig_15283",0,0
"contig_15284",0,0
"contig_15285",0,0
"contig_15286",0,0
"contig_15287",0,0
"contig_15288",0,0
"contig_15289",0,0
"contig_1529",0,0
"contig_15290",0,0
"contig_15291",0,0
"contig_15292",0,0
"contig_15293",0,0
"contig_15294",0,0
"contig_15295",0,0
"contig_15296",0,0
"contig_15297",0,0
"contig_15298",0,0
"contig_15299",0,0
"contig_153",2,2
"contig_1530",13,15
"contig_15300",0,0
"contig_15301",0,0
"contig_15302",0,0
"contig_15303",0,0
"contig_15304",31,32
"contig_15305",23,22
"contig_15306",31,32
"contig_15307",0,0
"contig_15308",0,0
"contig_15309",0,0
"contig_1531",12,13
"contig_15310",0,0
"contig_15311",0,0
"contig_15312",26,26
"contig_15313",0,0
"contig_15314",11,11
"contig_15315",23,22
"contig_15316",0,0
"contig_15317",0,0
"contig_15318",0,0
"contig_15319",0,0
"contig_1532",19,19
"contig_15320",0,0
"contig_15321",0,0
"contig_15322",0,0
"contig_15323",0,0
"contig_15324",0,0
"contig_15325",0,0
"contig_15326",33,33
"contig_15327",0,0
"contig_15328",0,0
"contig_15329",0,0
"contig_1533",0,0
"contig_15330",31,32
"contig_15331",0,0
"contig_15332",0,0
"contig_15333",0,0
"contig_15334",23,22
"contig_15335",24,23
"contig_15336",0,0
"contig_15337",0,0
"contig_15338",0,0
"contig_15339",0,0
"contig_1534",0,0
"contig_15340",0,0
"contig_15341",0,0
"contig_15342",0,0
"contig_15343",0,0
"contig_15344",0,0
"contig_15345",0,0
"contig_15346",33,33
"contig_15347",0,0
"contig_15348",0,0
"contig_15349",24,23
"contig_1535",0,0
"contig_15350",33,33
"contig_15351",0,0
"contig_15352",0,0
"contig_15353",0,0
"contig_15354",0,0
"contig_15355",0,0
"contig_15356",0,0
"contig_15357",0,0
"contig_15358",0,0
"contig_15359",0,0
"contig_1536",9,10
"contig_15360",11,11
"contig_15361",0,0
"contig_15362",0,0
"contig_15363",0,0
"contig_15364",0,0
"contig_15365",0,0
"contig_15366",0,0
"contig_15367",0,0
"contig_15368",0,0
"contig_15369",0,0
"contig_1537",13,15
"contig_15370",0,0
"contig_15371",0,0
"contig_15372",24,23
"contig_15373",0,0
"contig_15374",26,26
"contig_15375",33,33
"contig_15376",0,0
"contig_15377",0,0
"contig_15378",20,20
"contig_15379",0,0
"contig_1538",0,0
"contig_15380",0,0
"contig_15381",24,23
"contig_15382",0,0
"contig_15383",0,0
"contig_15384",0,0
"contig_15385",0,0
"contig_15386",10,9
"contig_15387",0,0
"contig_15388",0,0
"contig_15389",0,0
"contig_1539",0,0
"contig_15390",0,0
"contig_15391",0,0
"contig_15392",0,0
"contig_15393",0,0
"contig_15394",0,0
"contig_15395",0,0
"contig_15396",0,0
"contig_15397",0,0
"contig_15398",0,0
"contig_15399",0,0
"contig_154",0,0
"contig_1540",0,0
"contig_15400",0,0
"contig_15401",0,0
"contig_15402",13,15
"contig_15403",0,0
"contig_15404",0,0
"contig_15405",27,27
"contig_15406",0,0
"contig_15407",0,0
"contig_15408",0,0
"contig_15409",0,0
"contig_1541",9,10
"contig_15410",0,0
"contig_15411",0,0
"contig_15412",0,0
"contig_15413",0,0
"contig_15414",33,33
"contig_15415",23,22
"contig_15416",0,0
"contig_15417",0,0
"contig_15418",0,0
"contig_15419",0,0
"contig_1542",13,15
"contig_15420",0,0
"contig_15421",0,0
"contig_15422",0,0
"contig_15423",0,0
"contig_15424",0,0
"contig_15425",0,0
"contig_15426",0,0
"contig_15427",0,0
"contig_15428",0,0
"contig_15429",0,0
"contig_1543",0,0
"contig_15430",0,0
"contig_15431",0,0
"contig_15432",0,0
"contig_15433",0,0
"contig_15434",0,0
"contig_15435",0,0
"contig_15436",0,0
"contig_15437",0,0
"contig_15438",0,0
"contig_15439",0,0
"contig_1544",0,0
"contig_15440",0,0
"contig_15441",0,0
"contig_15442",0,0
"contig_15443",0,0
"contig_15444",0,0
"contig_15445",0,0
"contig_15446",0,0
"contig_15447",0,0
"contig_15448",0,22
"contig_15449",0,0
"contig_1545",16,16
"contig_15450",0,0
"contig_15451",0,0
"contig_15452",0,0
"contig_15453",0,0
"contig_15454",0,0
"contig_15455",0,0
"contig_15456",26,26
"contig_15457",0,0
"contig_15458",0,0
"contig_15459",0,0
"contig_1546",3,3
"contig_15460",0,0
"contig_15461",0,0
"contig_15462",0,0
"contig_15463",26,26
"contig_15464",33,33
"contig_15465",0,0
"contig_15466",0,0
"contig_15467",0,0
"contig_15468",0,0
"contig_15469",11,11
"contig_1547",0,0
"contig_15470",0,0
"contig_15471",0,0
"contig_15472",0,0
"contig_15473",33,33
"contig_15474",0,0
"contig_15475",0,0
"contig_15476",0,0
"contig_15477",0,0
"contig_15478",20,20
"contig_15479",0,0
"contig_1548",0,0
"contig_15480",0,0
"contig_15481",0,0
"contig_15482",0,0
"contig_15483",0,0
"contig_15484",0,0
"contig_15485",0,0
"contig_15486",0,0
"contig_15487",33,33
"contig_15488",0,0
"contig_15489",0,0
"contig_1549",3,3
"contig_15490",31,32
"contig_15491",0,0
"contig_15492",0,0
"contig_15493",0,0
"contig_15494",0,0
"contig_15495",32,0
"contig_15496",26,26
"contig_15497",0,0
"contig_15498",0,0
"contig_15499",0,0
"contig_155",0,0
"contig_1550",29,24
"contig_15500",0,0
"contig_15501",26,26
"contig_15502",0,0
"contig_15503",0,0
"contig_15504",0,0
"contig_15505",0,0
"contig_15506",0,0
"contig_15507",0,0
"contig_15508",0,0
"contig_15509",0,0
"contig_1551",0,0
"contig_15510",0,0
"contig_15511",0,0
"contig_15512",0,0
"contig_15513",0,0
"contig_15514",33,33
"contig_15515",0,0
"contig_15516",0,0
"contig_15517",0,0
"contig_15518",0,0
"contig_15519",0,0
"contig_1552",7,8
"contig_15520",0,0
"contig_15521",0,0
"contig_15522",0,0
"contig_15523",0,0
"contig_15524",0,0
"contig_15525",0,0
"contig_15526",0,0
"contig_15527",30,31
"contig_15528",0,0
"contig_15529",0,0
"contig_1553",7,8
"contig_15530",0,0
"contig_15531",0,0
"contig_15532",0,0
"contig_15533",0,0
"contig_15534",0,0
"contig_15535",0,0
"contig_15536",0,0
"contig_15537",0,0
"contig_15538",0,0
"contig_15539",0,0
"contig_1554",29,29
"contig_15540",0,0
"contig_15541",0,0
"contig_15542",0,0
"contig_15543",0,0
"contig_15544",0,0
"contig_15545",0,0
"contig_15546",0,0
"contig_15547",23,22
"contig_15548",0,0
"contig_15549",0,0
"contig_1555",0,0
"contig_15550",0,0
"contig_15551",0,0
"contig_15552",0,0
"contig_15553",0,0
"contig_15554",0,0
"contig_15555",0,0
"contig_15556",0,0
"contig_15557",0,0
"contig_15558",0,0
"contig_15559",0,0
"contig_1556",0,0
"contig_15560",0,0
"contig_15561",0,0
"contig_15562",0,0
"contig_15563",0,0
"contig_15564",0,0
"contig_15565",0,0
"contig_15566",0,0
"contig_15567",0,0
"contig_15568",0,0
"contig_15569",26,26
"contig_1557",2,2
"contig_15570",33,33
"contig_15571",0,0
"contig_15572",0,0
"contig_15573",0,0
"contig_15574",0,0
"contig_15575",0,0
"contig_15576",0,0
"contig_15577",0,0
"contig_15578",0,0
"contig_15579",0,0
"contig_1558",0,0
"contig_15580",0,0
"contig_15581",0,0
"contig_15582",0,0
"contig_15583",0,0
"contig_15584",0,0
"contig_15585",23,22
"contig_15586",0,0
"contig_15587",0,0
"contig_15588",0,11
"contig_15589",0,0
"contig_1559",12,13
"contig_15590",0,0
"contig_15591",0,0
"contig_15592",26,26
"contig_15593",0,0
"contig_15594",24,23
"contig_15595",0,0
"contig_15596",0,0
"contig_15597",0,0
"contig_15598",0,0
"contig_15599",0,0
"contig_156",9,10
"contig_1560",0,0
"contig_15600",0,0
"contig_15601",0,0
"contig_15602",0,0
"contig_15603",0,0
"contig_15604",0,0
"contig_15605",0,0
"contig_15606",26,26
"contig_15607",0,0
"contig_15608",0,0
"contig_15609",0,0
"contig_1561",31,32
"contig_15610",33,33
"contig_15611",0,0
"contig_15612",0,0
"contig_15613",0,0
"contig_15614",0,0
"contig_15615",0,0
"contig_15616",0,0
"contig_15617",0,0
"contig_15618",0,0
"contig_15619",0,0
"contig_1562",0,0
"contig_15620",24,23
"contig_15621",26,26
"contig_15622",0,0
"contig_15623",0,0
"contig_15624",0,0
"contig_15625",0,0
"contig_15626",0,0
"contig_15627",0,0
"contig_15628",0,0
"contig_15629",24,23
"contig_1563",12,13
"contig_15630",0,0
"contig_15631",24,23
"contig_15632",0,0
"contig_15633",0,0
"contig_15634",0,0
"contig_15635",0,0
"contig_15636",0,0
"contig_15637",26,26
"contig_15638",0,0
"contig_15639",0,0
"contig_1564",0,0
"contig_15640",0,0
"contig_15641",0,0
"contig_15642",0,0
"contig_15643",20,20
"contig_15644",26,26
"contig_15645",0,0
"contig_15646",0,0
"contig_15647",0,0
"contig_15648",0,0
"contig_15649",0,0
"contig_1565",10,9
"contig_15650",24,23
"contig_15651",0,0
"contig_15652",0,0
"contig_15653",0,0
"contig_15654",0,0
"contig_15655",0,0
"contig_15656",0,0
"contig_15657",0,0
"contig_15658",10,9
"contig_15659",23,22
"contig_1566",3,3
"contig_15660",0,0
"contig_15661",0,0
"contig_15662",0,0
"contig_15663",0,0
"contig_15664",0,0
"contig_15665",20,20
"contig_15666",0,0
"contig_15667",0,0
"contig_15668",0,0
"contig_15669",26,26
"contig_1567",0,3
"contig_15670",0,0
"contig_15671",0,0
"contig_15672",0,0
"contig_15673",0,0
"contig_15674",0,0
"contig_15675",0,0
"contig_15676",0,0
"contig_15677",29,29
"contig_15678",0,0
"contig_15679",0,0
"contig_1568",17,17
"contig_15680",23,22
"contig_15681",0,0
"contig_15682",0,0
"contig_15683",0,0
"contig_15684",0,0
"contig_15685",0,0
"contig_15686",0,0
"contig_15687",0,0
"contig_15688",26,26
"contig_15689",0,0
"contig_1569",0,0
"contig_15690",0,0
"contig_15691",0,0
"contig_15692",0,0
"contig_15693",0,0
"contig_15694",0,0
"contig_15695",0,0
"contig_15696",0,0
"contig_15697",0,0
"contig_15698",0,0
"contig_15699",0,0
"contig_157",2,2
"contig_1570",0,0
"contig_15700",0,0
"contig_15701",0,0
"contig_15702",0,0
"contig_15703",27,27
"contig_15704",0,0
"contig_15705",0,0
"contig_15706",0,0
"contig_15707",0,0
"contig_15708",0,0
"contig_15709",0,0
"contig_1571",12,13
"contig_15710",0,0
"contig_15711",0,0
"contig_15712",0,0
"contig_15713",0,0
"contig_15714",0,0
"contig_15715",0,0
"contig_15716",0,0
"contig_15717",0,0
"contig_15718",0,0
"contig_15719",0,0
"contig_1572",30,31
"contig_15720",0,0
"contig_15721",0,0
"contig_15722",0,0
"contig_15723",0,0
"contig_15724",0,0
"contig_15725",24,23
"contig_15726",0,0
"contig_15727",0,0
"contig_15728",0,0
"contig_15729",0,0
"contig_1573",0,5
"contig_15730",0,0
"contig_15731",0,0
"contig_15732",0,0
"contig_15733",0,0
"contig_15734",0,0
"contig_15735",0,0
"contig_15736",0,0
"contig_15737",0,0
"contig_15738",0,0
"contig_15739",0,0
"contig_1574",0,0
"contig_15740",0,0
"contig_15741",0,0
"contig_15742",0,0
"contig_15743",0,0
"contig_15744",0,0
"contig_15745",0,0
"contig_15746",0,0
"contig_15747",31,32
"contig_15748",0,0
"contig_15749",0,0
"contig_1575",0,0
"contig_15750",0,0
"contig_15751",31,32
"contig_15752",0,0
"contig_15753",0,30
"contig_15754",18,0
"contig_15755",0,0
"contig_15756",0,0
"contig_15757",0,0
"contig_15758",33,33
"contig_15759",0,0
"contig_1576",7,8
"contig_15760",26,26
"contig_15761",0,0
"contig_15762",0,0
"contig_15763",0,0
"contig_15764",0,0
"contig_15765",0,0
"contig_15766",0,0
"contig_15767",0,0
"contig_15768",0,0
"contig_15769",0,0
"contig_1577",0,0
"contig_15770",0,0
"contig_15771",0,0
"contig_15772",0,0
"contig_15773",0,0
"contig_15774",0,0
"contig_15775",0,0
"contig_15776",0,0
"contig_15777",0,0
"contig_15778",0,0
"contig_15779",0,0
"contig_1578",0,0
"contig_15780",0,0
"contig_15781",0,0
"contig_15782",24,23
"contig_15783",0,0
"contig_15784",0,0
"contig_15785",0,0
"contig_15786",0,0
"contig_15787",0,0
"contig_15788",0,0
"contig_15789",0,0
"contig_1579",17,17
"contig_15790",27,27
"contig_15791",0,0
"contig_15792",0,0
"contig_15793",0,0
"contig_15794",32,0
"contig_15795",0,0
"contig_15796",0,0
"contig_15797",0,0
"contig_15798",0,0
"contig_15799",0,0
"contig_158",3,3
"contig_1580",3,3
"contig_15800",0,0
"contig_15801",0,0
"contig_15802",0,0
"contig_15803",0,0
"contig_15804",0,0
"contig_15805",0,0
"contig_15806",0,0
"contig_15807",0,0
"contig_15808",0,0
"contig_15809",0,0
"contig_1581",9,10
"contig_15810",0,0
"contig_15811",0,0
"contig_15812",0,0
"contig_15813",24,23
"contig_15814",24,23
"contig_15815",0,0
"contig_15816",0,0
"contig_15817",0,0
"contig_15818",0,0
"contig_15819",0,0
"contig_1582",0,0
"contig_15820",0,0
"contig_15821",0,0
"contig_15822",0,0
"contig_15823",0,0
"contig_15824",0,0
"contig_15825",0,0
"contig_15826",0,0
"contig_15827",0,0
"contig_15828",0,0
"contig_15829",4,4
"contig_1583",0,30
"contig_15830",0,0
"contig_15831",0,0
"contig_15832",0,0
"contig_15833",0,0
"contig_15834",0,0
"contig_15835",0,0
"contig_15836",0,0
"contig_15837",24,23
"contig_15838",11,11
"contig_15839",0,0
"contig_1584",0,0
"contig_15840",0,0
"contig_15841",0,0
"contig_15842",0,0
"contig_15843",0,0
"contig_15844",0,0
"contig_15845",0,0
"contig_15846",0,21
"contig_15847",0,0
"contig_15848",0,0
"contig_15849",0,0
"contig_1585",0,0
"contig_15850",0,0
"contig_15851",0,0
"contig_15852",0,0
"contig_15853",0,0
"contig_15854",0,0
"contig_15855",0,0
"contig_15856",0,0
"contig_15857",33,33
"contig_15858",31,32
"contig_15859",0,0
"contig_1586",16,16
"contig_15860",0,0
"contig_15861",33,33
"contig_15862",25,25
"contig_15863",0,0
"contig_15864",33,33
"contig_15865",0,0
"contig_15866",0,0
"contig_15867",0,0
"contig_15868",0,0
"contig_15869",0,0
"contig_1587",17,17
"contig_15870",0,0
"contig_15871",24,23
"contig_15872",0,0
"contig_15873",0,0
"contig_15874",0,0
"contig_15875",0,0
"contig_15876",0,0
"contig_15877",0,0
"contig_15878",0,0
"contig_15879",0,0
"contig_1588",0,0
"contig_15880",0,0
"contig_15881",27,27
"contig_15882",0,0
"contig_15883",0,0
"contig_15884",0,0
"contig_15885",0,0
"contig_15886",20,20
"contig_15887",0,0
"contig_15888",0,0
"contig_15889",0,0
"contig_1589",0,17
"contig_15890",0,0
"contig_15891",0,0
"contig_15892",0,0
"contig_15893",0,0
"contig_15894",32,0
"contig_15895",0,0
"contig_15896",0,0
"contig_15897",0,0
"contig_15898",0,0
"contig_15899",0,0
"contig_159",2,2
"contig_1590",2,2
"contig_15900",31,32
"contig_15901",0,0
"contig_15902",0,0
"contig_15903",0,0
"contig_15904",0,0
"contig_15905",0,0
"contig_15906",0,0
"contig_15907",0,0
"contig_15908",0,0
"contig_15909",0,0
"contig_1591",0,3
"contig_15910",0,0
"contig_15911",0,0
"contig_15912",0,0
"contig_15913",0,0
"contig_15914",0,0
"contig_15915",0,0
"contig_15916",0,0
"contig_15917",0,0
"contig_15918",0,0
"contig_15919",0,0
"contig_1592",0,0
"contig_15920",11,11
"contig_15921",0,0
"contig_15922",0,0
"contig_15923",0,0
"contig_15924",24,23
"contig_15925",0,0
"contig_15926",0,0
"contig_15927",0,0
"contig_15928",0,0
"contig_15929",0,0
"contig_1593",0,0
"contig_15930",33,33
"contig_15931",0,0
"contig_15932",0,0
"contig_15933",29,29
"contig_15934",0,0
"contig_15935",0,0
"contig_15936",0,0
"contig_15937",0,0
"contig_15938",0,0
"contig_15939",0,0
"contig_1594",14,13
"contig_15940",0,0
"contig_15941",0,0
"contig_15942",0,0
"contig_15943",24,23
"contig_15944",0,0
"contig_15945",0,0
"contig_15946",0,0
"contig_15947",0,0
"contig_15948",0,0
"contig_15949",11,11
"contig_1595",12,13
"contig_15950",0,0
"contig_15951",0,0
"contig_15952",0,0
"contig_15953",0,0
"contig_15954",0,0
"contig_15955",0,0
"contig_15956",0,0
"contig_15957",0,0
"contig_15958",0,0
"contig_15959",23,22
"contig_1596",7,8
"contig_15960",0,0
"contig_15961",0,0
"contig_15962",24,23
"contig_15963",0,0
"contig_15964",0,0
"contig_15965",0,0
"contig_15966",0,30
"contig_15967",0,0
"contig_15968",0,0
"contig_15969",24,23
"contig_1597",0,0
"contig_15970",0,0
"contig_15971",0,0
"contig_15972",0,0
"contig_15973",0,0
"contig_15974",0,0
"contig_15975",0,0
"contig_15976",0,0
"contig_15977",0,0
"contig_15978",26,26
"contig_15979",26,26
"contig_1598",0,0
"contig_15980",0,0
"contig_15981",26,26
"contig_15982",0,0
"contig_15983",0,0
"contig_15984",20,20
"contig_15985",0,0
"contig_15986",0,0
"contig_15987",0,0
"contig_15988",0,0
"contig_15989",0,0
"contig_1599",0,0
"contig_15990",23,22
"contig_15991",0,0
"contig_15992",0,0
"contig_15993",0,0
"contig_15994",0,0
"contig_15995",24,23
"contig_15996",0,0
"contig_15997",0,0
"contig_15998",0,0
"contig_15999",0,0
"contig_16",3,3
"contig_160",0,12
"contig_1600",0,0
"contig_16000",0,0
"contig_16001",0,0
"contig_16002",0,0
"contig_16003",0,0
"contig_16004",0,0
"contig_16005",0,0
"contig_16006",26,26
"contig_16007",0,0
"contig_16008",0,0
"contig_16009",0,0
"contig_1601",0,0
"contig_16010",0,0
"contig_16011",0,0
"contig_16012",0,0
"contig_16013",0,0
"contig_16014",0,0
"contig_16015",0,0
"contig_16016",23,22
"contig_16017",0,0
"contig_16018",0,0
"contig_16019",0,0
"contig_1602",0,0
"contig_16020",0,0
"contig_16021",0,0
"contig_16022",0,0
"contig_16023",0,0
"contig_16024",0,0
"contig_16025",0,0
"contig_16026",0,0
"contig_16027",22,22
"contig_16028",0,0
"contig_16029",0,0
"contig_1603",0,0
"contig_16030",0,0
"contig_16031",0,0
"contig_16032",0,0
"contig_16033",0,0
"contig_16034",0,0
"contig_16035",0,0
"contig_16036",23,22
"contig_16037",0,0
"contig_16038",0,0
"contig_16039",31,32
"contig_1604",0,0
"contig_16040",0,0
"contig_16041",0,0
"contig_16042",0,0
"contig_16043",0,0
"contig_16044",0,0
"contig_16045",0,0
"contig_16046",0,0
"contig_16047",31,32
"contig_16048",0,0
"contig_16049",0,0
"contig_1605",0,0
"contig_16050",24,23
"contig_16051",0,0
"contig_16052",0,0
"contig_16053",0,0
"contig_16054",0,0
"contig_16055",0,0
"contig_16056",0,0
"contig_16057",23,22
"contig_16058",0,0
"contig_16059",0,0
"contig_1606",0,0
"contig_16060",0,0
"contig_16061",0,0
"contig_16062",0,0
"contig_16063",0,0
"contig_16064",0,0
"contig_16065",33,33
"contig_16066",0,0
"contig_16067",0,0
"contig_16068",0,0
"contig_16069",0,0
"contig_1607",0,0
"contig_16070",0,0
"contig_16071",0,0
"contig_16072",0,0
"contig_16073",0,0
"contig_16074",0,0
"contig_16075",0,0
"contig_16076",0,0
"contig_16077",0,0
"contig_16078",0,0
"contig_16079",0,0
"contig_1608",0,0
"contig_16080",31,32
"contig_16081",0,0
"contig_16082",0,0
"contig_16083",0,0
"contig_16084",0,0
"contig_16085",0,0
"contig_16086",20,20
"contig_16087",0,0
"contig_16088",0,0
"contig_16089",0,0
"contig_1609",23,22
"contig_16090",0,0
"contig_16091",0,0
"contig_16092",33,33
"contig_16093",0,0
"contig_16094",0,0
"contig_16095",0,0
"contig_16096",0,0
"contig_16097",0,0
"contig_16098",0,0
"contig_16099",0,0
"contig_161",3,3
"contig_1610",1,1
"contig_16100",0,0
"contig_16101",0,0
"contig_16102",0,0
"contig_16103",0,0
"contig_16104",33,33
"contig_16105",0,0
"contig_16106",0,0
"contig_16107",0,0
"contig_16108",0,0
"contig_16109",0,0
"contig_1611",9,10
"contig_16110",0,0
"contig_16111",0,0
"contig_16112",0,0
"contig_16113",0,0
"contig_16114",0,0
"contig_16115",0,0
"contig_16116",31,32
"contig_16117",0,0
"contig_16118",0,0
"contig_16119",0,0
"contig_1612",0,0
"contig_16120",24,23
"contig_16121",30,31
"contig_16122",0,0
"contig_16123",0,0
"contig_16124",0,0
"contig_16125",0,0
"contig_16126",0,0
"contig_16127",0,0
"contig_16128",0,0
"contig_16129",0,0
"contig_1613",0,0
"contig_16130",0,0
"contig_16131",0,0
"contig_16132",0,0
"contig_16133",0,0
"contig_16134",0,0
"contig_16135",0,0
"contig_16136",23,22
"contig_16137",0,0
"contig_16138",0,0
"contig_16139",0,0
"contig_1614",0,0
"contig_16140",0,0
"contig_16141",0,0
"contig_16142",0,0
"contig_16143",0,0
"contig_16144",0,0
"contig_16145",0,0
"contig_16146",0,0
"contig_16147",0,0
"contig_16148",0,0
"contig_16149",0,0
"contig_1615",0,0
"contig_16150",0,0
"contig_16151",0,0
"contig_16152",0,0
"contig_16153",0,0
"contig_16154",0,0
"contig_16155",0,0
"contig_16156",0,22
"contig_16157",0,0
"contig_16158",0,0
"contig_16159",0,0
"contig_1616",0,0
"contig_16160",24,23
"contig_16161",0,0
"contig_16162",0,0
"contig_16163",0,0
"contig_16164",0,0
"contig_16165",0,0
"contig_16166",0,0
"contig_16167",0,0
"contig_16168",0,0
"contig_16169",0,0
"contig_1617",0,0
"contig_16170",20,20
"contig_16171",27,27
"contig_16172",0,0
"contig_16173",0,0
"contig_16174",0,0
"contig_16175",0,0
"contig_16176",23,22
"contig_16177",0,0
"contig_16178",26,26
"contig_16179",0,0
"contig_1618",0,0
"contig_16180",0,0
"contig_16181",0,0
"contig_16182",0,0
"contig_16183",0,0
"contig_16184",23,22
"contig_16185",0,0
"contig_16186",0,0
"contig_16187",24,23
"contig_16188",0,0
"contig_16189",0,0
"contig_1619",29,29
"contig_16190",0,0
"contig_16191",0,0
"contig_16192",0,0
"contig_16193",0,0
"contig_16194",0,0
"contig_16195",0,0
"contig_16196",0,0
"contig_16197",27,27
"contig_16198",0,0
"contig_16199",0,0
"contig_162",3,3
"contig_1620",7,8
"contig_16200",0,0
"contig_16201",0,0
"contig_16202",0,0
"contig_16203",0,0
"contig_16204",0,0
"contig_16205",0,0
"contig_16206",0,0
"contig_16207",27,27
"contig_16208",33,33
"contig_16209",0,0
"contig_1621",0,0
"contig_16210",0,0
"contig_16211",0,0
"contig_16212",0,0
"contig_16213",0,0
"contig_16214",0,0
"contig_16215",0,0
"contig_16216",0,0
"contig_16217",0,0
"contig_16218",0,0
"contig_16219",0,0
"contig_1622",0,0
"contig_16220",22,22
"contig_16221",0,0
"contig_16222",0,0
"contig_16223",0,0
"contig_16224",20,20
"contig_16225",20,20
"contig_16226",0,0
"contig_16227",0,0
"contig_16228",0,0
"contig_16229",0,0
"contig_1623",3,3
"contig_16230",0,0
"contig_16231",0,0
"contig_16232",24,23
"contig_16233",0,0
"contig_16234",0,0
"contig_16235",0,0
"contig_16236",0,0
"contig_16237",0,0
"contig_16238",0,0
"contig_16239",0,0
"contig_1624",0,0
"contig_16240",0,0
"contig_16241",0,0
"contig_16242",0,0
"contig_16243",27,27
"contig_16244",0,0
"contig_16245",0,0
"contig_16246",0,0
"contig_16247",0,0
"contig_16248",0,0
"contig_16249",0,0
"contig_1625",0,0
"contig_16250",27,27
"contig_16251",0,0
"contig_16252",24,23
"contig_16253",0,0
"contig_16254",0,0
"contig_16255",0,0
"contig_16256",0,0
"contig_16257",0,0
"contig_16258",0,0
"contig_16259",0,0
"contig_1626",0,0
"contig_16260",0,0
"contig_16261",0,0
"contig_16262",20,20
"contig_16263",0,0
"contig_16264",0,0
"contig_16265",0,0
"contig_16266",0,0
"contig_16267",0,0
"contig_16268",0,0
"contig_16269",0,0
"contig_1627",0,0
"contig_16270",0,0
"contig_16271",0,0
"contig_16272",0,0
"contig_16273",0,0
"contig_16274",0,0
"contig_16275",23,22
"contig_16276",26,26
"contig_16277",0,0
"contig_16278",26,26
"contig_16279",0,0
"contig_1628",29,29
"contig_16280",0,0
"contig_16281",0,0
"contig_16282",23,22
"contig_16283",0,0
"contig_16284",0,0
"contig_16285",0,0
"contig_16286",27,27
"contig_16287",0,0
"contig_16288",0,0
"contig_16289",0,0
"contig_1629",9,10
"contig_16290",0,0
"contig_16291",0,0
"contig_16292",0,0
"contig_16293",23,22
"contig_16294",0,0
"contig_16295",0,0
"contig_16296",0,0
"contig_16297",0,0
"contig_16298",0,0
